legacyCode,title,mainCategoryLegacyCode,subCategoryLegacyCode,unit,unitCost,quantity
11105110,فلتر لحام 3/8,11,05,count,,0
11105111,فلتر لحام 1/4,11,05,count,,0
11105112,وش لحام الكتروني,11,05,count,,0
11105113,مفتاح طورش لحام,11,05,count,,0
11105114,باكوليس عادي,11,05,count,,0
11105115,ماكينه برشام هواء,11,05,count,,0
11105116,صاروخ 5 بوصه APT,11,05,count,,0
11105117,مفك صليبه صغير,11,05,count,,0
11105118,شنيور 13 مم كروز,11,05,count,,0
11105119,ظرف شنيور 13,11,05,count,,0
11105120,بنسه كهرباء,11,05,count,,0
11105121,مفك عاده صغير,11,05,count,,0
11105122,مفك عاده كبير,11,05,count,,0
11105123,مفك صليبه كبير,11,05,count,,0
11105124,طقم لقمه صغير,11,05,count,,0
11105125,بنسه تيله فتح,11,05,count,,0
11105126,بنسه تيله قفل,11,05,count,,0
11105127,قصافه كهرباء,11,05,count,,0
11105128,جراب قطر,11,05,count,,0
11105129,طورش لحام ارجون,11,05,,,0
11105130,بنسه امبير 2007,11,05,,,0
11105131,صاروخ 4.5 يوصه,11,05,,,0
11105132,ذراع باكم,11,05,,,0
11106001,زرجينه 3 رجل,11,06,count,,0
11106002,كارتونه طين صلصال,11,06,count,,0
11107001,صنيه خشابي 7.25 بوصه,11,07,count,,0
11107002,صنيه خشابي 9 بوصه,11,07,count,,0
11201001,زجاج وش لحام أبيض,12,01,count,5,22
11201002,زجاج وش لحام أسود,12,01,count,15,21
11201003,زجاج سيكوريت 10مم أبيض شفاف 105×53سم,12,01,count,167.25,6
11201004,زجاج سيكوريت 6مم أبيض شفاف 143.5×47سم,12,01,count,69.5,1
11201005,زجاج بيان12سم×20مم بيركس ألمانى,12,01,count,6.8,11
11201006,زجاج سيكوريت 6مم أبيض شفاف 60×46سم,12,01,count,38.37,2
11201007,زجاج سيكوريت 6مم أبيض شفاف 142.5×47سم,12,01,count,53.5,1
11201008,زجاج سيكوريت 4مم دائرى قطر 10سم,12,01,count,22,44
11201009,زجاج سيكوريت 8مم أبيض 164.8×35سم,12,01,count,88,6
11201010,زجاج سيكوريت أبيض 6مم شفاف 168×38سم,12,01,count,66,9
11201011,زجاج سكوريت 10مم مقاس 23.7×69.7سم,12,01,count,168.81,0
11201012,زجاج سيكوريت 10مم مسطح 23.7×92.8سم,12,01,count,197.12,10
11201013,زجاج سيكوريت 4مم 23.5×50.5سم باب عمليات,12,01,count,99.45,176
11201014,زجاج سيكوريت 6مم أبيض 135×31سم 4 خرم,12,01,count,43.38,7
11201015,زجاج سيكوريت 6مم أبيض 170×31سم,12,01,count,46.9,1
11201016,زجاج بومبيه 6مم 60سم ×46سم,12,01,count,0,2
11201017,زجاج بومبيه 6مم بللور 135×46سم,12,01,count,189.5,3
11201018,زجاج بومبيه 6مم سيكوريت 190×88سم,12,01,count,620.2,6
11201019,زجاج سيكوريت 5مم أبيض 57×30سم,12,01,count,20.5,7
11201020,زجاج سيكوريت 6مم أبيض 143.5×33سم,12,01,count,50,3
11201021,زجاج سيكوريت 10مم أبيض 140×20سم,12,01,count,46.8,1
11201022,زجاج سيكوريت 6مم بومبيه 144×88سم,12,01,count,478.52,9
11201023,زجاج سيكوريت 10مم أبيض 95.5×20سم,12,01,count,69.3,10
11201024,زجاج سيكوريت 10مم أبيض 95.5×25سم,12,01,count,86.65,5
11201025,زجاج سيكوريت 6 مم أبيض 110×31سم,12,01,count,31.25,4
11201026,زجاج سيكوريت 10مم أبيض 71.5×86.5سم,12,01,count,297.19,3
11201027,زجاج سيكوريت 6مم أبيض 73.5×18.5سم,12,01,count,13,15
11201028,زجاج سيكوريت 6مم أبيض 148.5×35.5,12,01,count,44.25,1
11201029,زجاج سيكوريت 6مم أبيض 148.5×45.5سم,12,01,count,64.2,2
11201030,زجاج سيكوريت 6مم أبيض 183.5×45.5سم,12,01,count,89.3,1
11201031,زجاج بومبيه 6مم بللور مقاس 146.5×72سم,12,01,count,329.65,7
11201032,زجاج سيكوريت 6 مم أبيض 48.8×30.5سم,12,01,count,9.65,2
11201033,زجاج بومبيه 6مم بللور 119×46سم,12,01,count,205.28,1
11201034,زجاج سيكوريت 8مم أبيض 45.5×65.5سم,12,01,count,34.57,1
11201035,زجاج سيكوريت 8مم أبيض 32.3×48.3سم,12,01,count,18.25,2
11201036,زجاج سيكوريت 6مم أبيض 38×47سم,12,01,count,22.75,4
11201037,زجاج دبل جلاس 4/6/9 سيكوريت مقاس 74 ×57 سم,12,01,count,67.75,1
11201038,زجاج سيكوريت 8مم أبيض 185.5×25سم,12,01,count,49,4
11201039,زجاج سيكوريت 8مم أبيض 185.5×35سم,12,01,count,64.55,1
11201040,زجاج سيكوريت 6مم أبيض 77.7×37.2سم,12,01,count,24.6,2
11201041,زجاج سيكوريت 10مم أبيض 141.8×35سم,12,01,count,83,2
11201042,زجاج سيكوريت 10مم فامية 181.5 × 40 سم,12,01,count,0,1
11201043,زجاج سيكوريت 8مم 81.5 1× 25 سم,12,01,count,132.4,1
11201044,زجاج سيكوريت 8مم 40.5 × 183.3 سم,12,01,count,119.9,1
11201045,زجاج سيكوريت 10مم 68 × 57سم مطبوع اسود فرن كونفكشن,12,01,count,198.84,1
11201046,زجاج سيكوريت 10 مم 54.5×66 سم لفرن كونفكش داخلى,12,01,count,107.91,6
11201047,زجاج سيكوريت 6مم 40.5 × 183.5سم,12,01,count,82.6,1
11201048,زجاج سيكوريت 5مم 77 × 10سم,12,01,count,7.5,5
11201049,زجاج سيكوريت 8مم 37 × 140.2سم,12,01,count,166.55,7
11201050,زجاج سيكوريت 8 مم 35 ×140.2 سم,12,01,count,158.25,3
11201051,زجاج سيكوريت 8 مم 25 ×140.2 سم,12,01,count,110.45,4
11201052,زجاج سيكوريت 8 مم 96 ×96 سم,12,01,count,257,1
11201053,زجاج سيكوريت 8 مم 20.5 ×44 سم,12,01,count,41.25,12
11201054,زجاج سيكوريت 10 مم 189.5 ×20 سم,12,01,count,137.6,8
11201055,زجاج سيكوريت 10 مم 189.5 ×25 سم,12,01,count,171.95,4
11201056,زجاج سيكوريت 10 مم 30 ×95.5 سم,12,01,count,94.55,3
11201057,زجاج سيكوريت 8مم 25 ×112 سم,12,01,count,76.28,3
11201058,زجاج سيكوريت 6مم 57.7 ×115.5 سم,12,01,count,122.2,1
11201059,زجاج سيكوريت 8مم 67×72 سم,12,01,count,149.7,2
11201060,زجاج سيكوريت 8مم29.5×89.5 سم,12,01,count,83.17,2
11201061,زجاج دبل جلاس 4/6/9 مقاس 35.5 ×47 سم,12,01,count,121,1
11201062,زجاج دبل جلاس 4/6/9 مقاس 64.5 ×32 سم,12,01,count,121.5,2
11201063,زجاج بومبة بلور 6 مم مقاس 110 ×51.5,12,01,count,252.45,5
11201064,زجاج دبل جلاس 9/6/4 مقاس 123.5 ×57 سم,12,01,count,244.4,1
11201065,زجاج سكوريت 10 مم مقاس 88×72 سم,12,01,count,297.5,8
11201066,زجاج سكوريت 10 مم مقاس 23.7×132.7 سم,12,01,count,103.78,7
11201067,زجاج دبل جلاس 6 مم مقاس 53 ×36 سم,12,01,count,115.92,2
11201068,زجاج سكوريت 8 مم مقاس 109 ×25 سم,12,01,count,76.3,3
11201069,زجاج سكوريت 8 مم مقاس 109 ×35 سم,12,01,count,106.82,2
11201070,زجاج دبل جلاس 4/6/9 مقاس 189.5 ×120.5 سم,12,01,count,1073.47,2
11201071,زجاج دبل جلاس 4/6/9 مقاس 176 ×64 سم,12,01,count,570.85,3
11201072,زجاج سيكوريت 10مم مقاس 71×81 سم,12,01,count,251.81,2
11201073,زجاج سيكوريت 8مم مقاس 181.3×40 سم,12,01,count,211.83,2
11201074,زجاج سيكوريت 10مم مقاس 24.4×36.6 سم,12,01,count,136.05,2
11201075,زجاج سيكوريت 8مم مقاس 61×51 سم,12,01,count,241,2
11201076,زجاج سيكوريت 4مم 19.5×50.5سم,12,01,count,39.99,9
11201077,زجاج سيكوريت 8مم 149.5×75.7سم,12,01,count,716.74,2
11201078,زجاج سيكوريت 6مم 26.5×75.5سم,12,01,count,96.53,4
11201079,زجاج دبل جلاس 4/6/9 مقاس 150.7×55.5سم,12,01,count,1054.77,0
11201080,زجاج سيكوريت 5مم مقاس 79×39 سم,12,01,count,263.15,2
11201081,زجاج سيكوريت 10مم مقاس 46.5×19 سم,12,01,count,121.55,4
11201082,زجاج سيكوريت 10مم مقاس 86.5×19,12,01,count,121.55,1
11201083,زجاج سيكوريت 6مم مقاس 48×21 سم,12,01,count,85.26,3
11201084,زجاج سيكوريت 6مم مقاس 88.5×21 سم,12,01,count,85.26,1
11201085,زجاج سيكوريت 8مم مقاس 58.5×121 سم,12,01,count,952.37,2
11201086,زجاج سيكوريت مقاس 10 مم 73 ×71.3,12,01,count,,0
11201087,زجاج سيكوريت مقاس 10 مم 95 ×110.6,12,01,count,,0
11201088,زجاج سيكوريت مقاس 10 مم 59 ×71.6,12,01,count,,0
11201089,زجاج سيكوريت مقاس 10 مم 49 ×71.6,12,01,count,,0
11201090,زجاج سيكوريت مقاس 10 مم 49 ×51.7,12,01,count,,0
11201091,زجاج سيكوريت مقاس 10 مم 95 × 79.5,12,01,count,,0
11201092,زجاج سيكوريت مقاس 10 مم 59 × 111.6,12,01,count,,0
11201093,زجاج سيكوريت مقاس 10 مم 29 × 91.6,12,01,count,,0
11201094,زجاج سيكوريت مقاس 10 مم 29 × 51.6,12,01,count,,0
11201095,زجاج سيكوريت مقاس 10 مم 55 ×119.5,12,01,count,,0
11201096,زجاج سكوريت 8 مم مقاس 47سم ×61.6 سم,12,01,count,,0
11201097,زجاج سكوريت 6 مم مقاس 42.5 سم ×38 سم,12,01,count,,0
11201098,زجاج سيكوريت 10 مم مقاس 37 سم 71.3 سم,12,01,count,,0
11201099,زجاج سيكوريت 10 مم مقاس 69.5سم ×79.5 سم,12,01,count,,0
11201100,زجاج سيكوريت 10 مم مقاس 49 سم ×71.6 سم,12,01,count,,0
11201101,زجاج سيكوريت 8 مم مقاس 35 سم ×102.5 سم,12,01,count,,0
11201102,زجاج سيكوريت 8 مم مقاس 59.5 سم ×102.5 سم,12,01,count,,0
11201103,زجاج سيكوريت 6 مم مقاس 52.5 سم ×58 سم,12,01,count,,0
11201104,زجاج سيكوريت 6 مم مقاس 42.5 سم ×38 سم,12,01,count,,0
11201105,زجاج سيكوريت 10 مم مقاس 49 سم ×51.7 سم,12,01,count,,0
11201106,زجاج سيكوريت 6 مم مقاس 39.5 سم ×32.5 سم,12,01,count,,0
11201107,زجاج سيكوريت 10 مم مقاس 59.5 سم ×99.5 سم,12,01,count,,0
11201108,زجاج سيكوريت 6 مم مقاس 45 سم ×60.5 سم,12,01,count,,0
11201109,زجاج سيكوريت 6 مم مقاس 23 سم ×48 سم,12,01,count,,0
11201110,زجاج سيكوريت 8 مم مقاس 49.5 سم ×142.5 سم,12,01,count,,0
11201111,زجاج سيكوريت 8 مم مقاس 35 سم ×142.5 سم,12,01,count,,0
11201112,زجاج سيكوريت 8 مم مقاس 47 سم ×51.6 سم,12,01,count,,0
11201113,زجاج باب عمليات,12,01,count,,0
11201114,زجاج سيكوريت 10 مم مقاس 48.5×89,12,01,count,,0
11201115,زجاج سيكوريت 6 مم مقاس 44.4×44.6,12,01,count,,0
11201116,زجاج سيكوريت 6 مم مقاس 44.7×45.3,12,01,count,,0
11201117,زجاج سيكوريت 10 مم مقاس 59.5×79.5,12,01,count,,0
11201118,زجاج سيكوريت 6 مم مقاس 44.5×44.5,12,01,count,,0
11201119,زجاج سيكوريت 10 مم مقاس 87×90,12,01,count,,0
11201120,زجاج سيكوريت 10 مم مقاس 11×31.8,12,01,count,,0
11201121,زجاج سيكوريت 6 مم مقاس 46.4×44.7,12,01,count,,0
11201122,زجاج سيكوريت 8مم مقاس 149×40,12,01,count,,0
11201123,زجاج سيكوريت 8مم مقاس 149×25,12,01,count,,0
11201124,زجاج سيكوريت 10مم مقاس 69.5×23.5,12,01,,,0
11301001,لوح 0.5 مم SST مط مغلف 1.25 × 3 م,13,01,count,49.56,615
11301002,لوح 0.5 مم SST مط مغلف 1 × 2 م,13,01,count,49.56,24
11301003,لوح 0.8 مم SST مط مغلف 1 × 2 م,13,01,count,,1817.6000000000001
11301004,لوح 0.8 مم SST مط مغلف 1.25 × 2.5 م,13,01,count,130,80
11301005,لوح 0.8 مم SST مط مغلف 1.25 × 2 م,13,01,count,130,512
11301006,لوح 1 مم SST مط مغلف 1.25 × 2.5 م,13,01,count,,0
11301007,لوح 1 مم SST مط مغلف 1 × 2 م,13,01,count,,0
11301008,لوح 1.2 مم SST مط مغلف 1 × 2 م,13,01,count,,460.79999999999995
11301009,لوح 1.2 مم SST مط مغلف 1.25 × 2 م,13,01,count,144.73,2976
11301010,لوح 1.2 مم SST مط مغلف 1.25 × 2.5 م,13,01,count,,0
11301011,لوح 1.2 مم SST مط مغلف 1.5 × 3 م,13,01,count,,0
11301012,لوح 1.5 مم SST مط مغلف 1 × 2 م,13,01,count,144.73,168
11301013,لوح 1.5 مم SST مط مغلف 1.25 × 2.5 م,13,01,count,144.73,75
11301014,لوح 1.5 مم SST لميع مغلف 1.25 ×3 م,13,01,count,74.56,225
11301015,لوح 2 مم SST مط مغلف 1.5 × 3 م,13,01,count,86,216
11301016,لوح 3 مم SST مط مغلف 1.25 × 2.5 م,13,01,count,86,150
11301017,لوح 3 مم SST مط مغلف 1.25 × 2 م,13,01,count,,960
11301018,لوح 10مم SST مط مغلف 1.5 ×3 م,13,01,count,,2160
11301019,لوح 0.6 مم SST مصنفر مغلف 1.25 × 2.5 م,13,01,count,,1395
11301020,لوح 0.8 مم SST مصنفر مغلف 1 × 2 م,13,01,count,,307.20000000000005
11301021,لوح0.8 مم SSTمصنفر مغلف 1.25 ×2 م,13,01,count,,1280
11301022,لوح0.8 مم SSTمصنفر مغلف 1.25 ×2.5 م,13,01,,,0
11301023,لوح 0.8 مم SST مصنفر مغلف 1.5 × 3 م,13,01,count,,115.20000000000002
11301024,لوح 1 مم SST مصنفر مغلف 1 × 2 م,13,01,count,,128
11301025,لوح 1 مم SST مصنفر مغلف 1.25 × 2.5 م,13,01,count,144.73,75
11301026,لوح 1.25 مم SST مصنفر مغلف 1 × 2 م,13,01,count,,0
11301027,لوح 1.25 مم SST مصنفر مغلف 1.25 × 2.5 م,13,01,count,,93.75
11301028,لوح 1.25 مم SST مصنفر مغلف 1.25 × 3 م,13,01,count,,975
11301029,لوح 1.5 مم SST مصنفر مغلف 1 × 2 م,13,01,count,,1320
11301030,لوح 1.5 مم SST مصنفر مغلف 1.25 × 2.5 م,13,01,count,,3450
11301031,لوح 1.5 مم SST مصنفر 1.5 × 3.5 م,13,01,count,87.72,441
11301032,لوح 2 مم SST مصنفر مغلف 1 × 2 م,13,01,count,,1408
11301033,لوح 2 مم SST مصنفر مغلف 1.25 × 2.5 م,13,01,count,,250
11301034,لوح 1.2 مم SST مصنفر مغلف 1.5 × 3 م,13,01,count,,129.6
11301035,لوح 0.6 مم SST لميع مغلف 1.25 ×2.5 م,13,01,count,52.63,60
11301036,لوح 0.5 مم SST لميع مغلف 1.25 × 2.5 م( 201),13,01,count,30,325
11301037,لوح 0.6مم SST لميع مغناطيس مغلف 1.25× 2.5م (430),13,01,count,52.63,765
11301038,لوح 0.8 مم SST ذهبى 1.24 × 2.5 م (201),13,01,count,,0
11301039,لوح 0.8 مم SST لميع مغلف 1.25 × 2.5م (304),13,01,count,,340
11301040,لوح 0.8 مم SST لميع 1.22 × 2.44 (201),13,01,count,130,76.20608
11301041,لوح 0.8 مم SST لميع 1.25 × 2.5 430),13,01,count,,1280
11301042,لوح 1 مم SST مصنفر مغلف 1.25 × 2 م(201),13,01,count,54,140
11301043,لوح 1.2 مم SST مصنفر مغلف 1.23 × 2.5 م(201),13,01,count,54,492
11301044,لوح 1.5 مم SST لميع مغلف 1.25 ×2.5 م (430),13,01,count,,1425
11301045,لوح 1.5 مم SST لميع 1 × 2.5 م (430),13,01,count,87.72,180
11301046,لوح 1.5 مم SST مصنفر مغلف 1.25 × 2 م (201),13,01,count,58.77,30
11301047,لوح 1.2 مم SST مصنفر 125 ×250,13,01,,,0
11301048,لوح.1.8 مم SST مصنفر 125 ×250,13,01,,,0
11301049,لوح 2 مم SST مصنفر مغلف 1.25 × 2 م,13,01,,,0
11302001,ماسورة SST لميع 10مم × 1.25 مم × 6 م,13,02,count,285,4
11302002,ماسورة SST لميع 16مم × 1.25 مم × 6 م,13,02,count,500,2
11302003,ماسورة SST لميع 19مم × 1.25 مم × 6 م,13,02,count,571,19
11302004,ماسورة SST لميع 25مم × 1.25 مم × 6 م,13,02,count,964.91,16
11302005,ماسورة SST لميع 51مم × 1.5 مم × 6 م,13,02,count,588,218
11302006,ماسورة SST لميع 63مم × 1.5 مم × 6 م,13,02,count,2000,9
11302007,ماسورة SST لميع 76 × 1.5 مم × 6 م,13,02,count,2456,7
11302008,ماسورة SST لميع 32 × 1.2 مم × 6 م,13,02,count,1436,28
11302009,ماسورة SST لميع 38 × 1.2 مم × 6 م,13,02,count,634.5,8
11302010,ماسورة SST مط 25 مم × 6 م,13,02,count,120,148
11302011,ماسورة SST مط 28 مم × 6 م,13,02,count,82.5,130
11302012,ماسورة SST مط 48 مم × 6 م,13,02,count,4830,53
11302013,ماسورة SST مط 87 × 2 مم × 6 م,13,02,count,14.6,4
11302014,ماسورة SST مط 42 مم ×4 متر,13,02,count,600,15
11302015,ماسورة SST مط 2/1 يوصة 2.77×6 متر,13,02,count,2195,6
11302016,ماسورة SST مط 1 يوصة 2.77×6 متر,13,02,count,2985,2
11302017,ماسورة SST مط 3/4 ً ×2.77 مم × 6 م,13,02,count,890,7
11302018,ماسورة SST مط 2 ً 5مم × 6 م,13,02,count,5090,3
11302019,ماسوره 2بوصه مط (ٍٍSST) تخانه 6م,13,02,,,0
11303001,ماسورة SST مربعه 2 × 2 سم × 1.2 مم × 6 م,13,03,count,791,28
11303002,ماسورة SST مربعه 2.5 × 2.5 سم × 1.2 مم × 6 م,13,03,count,921.52,50
11303003,ماسورة SST مربعة 4 × 4 سم×1.25 مم × 6 م,13,03,count,1377,69
11303004,ماسورة SST مربعة 4 × 4 سم×1.5 مم × 6 م,13,03,count,2247,4
11303005,ماسورة SST مربعة 4 × 4 سم×2 مم × 6 م,13,03,count,852,62
11303006,ماسورة SST مربعة 5 × 5 سم×1.25 مم × 6 م,13,03,count,1176,10
11303007,ماسورة SST مبروم 22مم مط 2 مم × 6 م,13,03,count,240,0
11303008,ماسورة SST مربعة 3 × 3 سم×1.25 مم × 6 م,13,03,count,,0
11303009,ماسورة SST مربعة 2 × 4 سم×1.25 مم × 6 م,13,03,count,,0
11304001,أسياخ SST مبروم 10مم × 6 م,13,04,count,606,26
11304002,أسياخ SST مبروم 12 مم × 6 م,13,04,count,220,27
11304003,أسياخ SST مبروم 30 م × 6 م,13,04,count,48.75,1
11304004,أسياخ SST مربع 10 مم × 10 مم × 4 م,13,04,count,131.82,1
11304005,أسياخ SST مربع 12 مم × 12 مم × 6 م,13,04,count,509.7,4
11304006,اسياخ SST مسدس 17مم × 3م,13,04,count,2940,3
11304007,اسياخ SST مسدس 19مم × 2م,13,04,kg,300,5.4
11304008,اسياخ SST مبروم 14مم,13,04,count,0,1
11304009,اسياخ SST مبروم 8مم,13,04,count,0,1
11304010,اسياخ SST مبروم 25مم,13,04,count,0,1
11304011,اسياخ SST مبروم 25مم,13,04,count,0,1
11305001,حله SST 1/1 عمق 15 سم بدون غطاء تركى,13,05,count,935,4
11305002,حله SST 1/1 عمق 10 سم بدون غطاء تركى,13,05,count,242,92
11305003,حله SST 1/1 عمق 6.5 سم بدون غطاء تركى,13,05,count,210,8
11305004,حله SST 2/1 عمق 15 سم بدون غطاء تركى,13,05,count,640,14
11305005,حله SST 4/1 عمق 15 سم بدون غطاء تركى,13,05,count,61.8,218
11305006,حله SST 3/1 عمق 10 سم بدون غطاء تركى,13,05,count,560,5
11305007,حله SST 3/1 عمق 20 سم بدون غطاء تركى,13,05,count,61.8,5
11305008,حله SST 3/1 عمق 10 سم,13,05,count,560,2
11305009,حله SST 3/1 عمق 15 سم بدون غطاء تركى,13,05,count,650,1
11305010,حله SST 6/1 عمق 15 سم بدون غطاء تركى,13,05,count,437,2
11305011,حله SST 6/1 عمق 10 سم بدون غطاء تركى,13,05,count,465,4
11305012,حله SST 1/2 عمق 15 سم بدون غطاء تركى,13,05,count,535,1
11305013,حله SST 4/2 عمق 15 سم بدون غطاء تركى,13,05,count,120,7
11305014,حله SST 9/1 عمق 6.5 سم بغطاء تركى,13,05,count,87,9
11305015,غطاء حله SST1/1 تركى,13,05,count,,0
11305016,غطاء حله SST6/1 تركى,13,05,count,325,1
11305017,غطاء حله SST9/1 تركى,13,05,count,48,18
11305018,غطاء حله SST1/2 تركى,13,05,count,418,1
11305019,باسكت قلاية SST مقاس 36 × 24 × 12 سم,13,05,count,0,1
11305020,باسكت قلاية SST مقاس 36 × 12 × 12 سم,13,05,count,160,6
11305021,باسكت قلاية SST مقاس 29 × 20 × 11 سم,13,05,count,160,4
11305022,باسكت قلاية SST بستاكوكر 36 × 12 × 16 سم,13,05,count,450,12
11305023,باسكت قلاية SST بستاكوكر 33 × 12 × 16 سم,13,05,count,425,4
11305024,قاعده باسكت SST مقاس 34 × 23 سم,13,05,count,140,14
11305025,قاعده باسكت SST مقاس 38 × 44 سم,13,05,count,250,2
11305026,عين حوض SST مقاس 40 × 40 × 30 سم تركى,13,05,count,2500,12
11305027,عين حوض SST مقاس 50 × 60 × 30 سم تركى,13,05,count,1050,35
11305028,عين حوض SST مقاس 45 × 38 × 20 سم تركى,13,05,count,400,2
11305029,حوض ركبة تركى كامل بالخلاط والوصلات,13,05,count,7500,3
11305030,وش فلانشة س/س,13,05,count,58.5,20
11305031,حوض شوايه حديد 8 مم مكسح,13,05,,,0
11305032,مسطره 1 متر SST,13,05,,,0
11305033,حوض شوايه 12 مم مكسح,13,05,,,0
11305034,عين حوض 50 ×50 سم ×30,13,05,,,0
11305035,عين حوض 38 ×49 سم SST,13,05,,,0
11305036,عين حوض SST مدور 31 سم,13,05,,,0
11305037,عين حوض 50×40 SST,13,05,,,0
11305038,قرصه حوض ركبه 50×41,13,05,,,0
11305039,عين حوض SST مقاس 40 × 50 × 30 سم تركى,13,05,,,0
11401001,"ماسورة سملس 2/1"" × 6 م",14,01,count,575,22
11401002,ماسورة استيم 4/3 ً × 6 م,14,01,count,670,12
11401003,"ماسورة سملس 1""",14,01,count,1290,8
11401004,"ماسورة سملس 3"" × 6 م",14,01,count,1750,1
11401005,ماسورة حديد مبروم 12 مم × 2 مم × 6 م,14,01,count,100,5
11401006,ماسورة حديد مبطط 15 مم ×30 × 1.25 مم × 6 م,14,01,count,105,12
11401007,ماسورة حديد مبروم 22 مم × 1 مم × 6 م,14,01,count,90,1
11401008,ماسورة حديد مبروم 25 مم × 2 مم × 6 م,14,01,count,0,19
11401009,ماسورة حديد مبروم 32 مم × 2 مم × 6 م,14,01,count,280,21
11401010,ماسورة حديد مبروم 38 مم × 1.5 مم × 6 م,14,01,count,52.98,16
11401011,ماسورة حديد مبروم 50 مم × 2 مم × 6 م,14,01,count,270,5
11401012,ماسورة حديد مبروم 60 مم × 2 مم × 6 م,14,01,count,200,2
11401013,ماسورة حديد مبروم 16,14,01,,,0
11401014,ماسوره حديد 2 ×2,14,01,,,0
11401015,ماسوره حديد 2 ×4,14,01,,,0
11402001,ماسورة حديد مربعة 2.5 × 2.5 × 2 مم × 6 م,14,02,count,280,32
11402002,ماسورة حديد مربعة 4 × 4 × 1.5 مم × 6 م,14,02,count,480,112
11402003,ماسورة حديد 2 × 6 × 1.5 مم × 6 م,14,02,count,210,22
11403001,زاوية حديد 3 × 3 × 3 مم × 6 م,14,03,count,355,27
11403002,زاوية حديد 4 × 4 × 4 مم × 6 م,14,03,count,660,27
11403003,زاوية حديد 5 × 5 × 4 مم × 6 م,14,03,count,650,35
11404001,خوصة حديد 40 × 5 مم × 6 م,14,04,count,300,3
11404002,خوصة حديد 20 × 40 مم × 6 م,14,04,count,2450,1
11404003,خوصة حديد 70 ×10 مم × 6 م,14,04,count,700,4
11404004,خوصة حديد 10 ×10 مم × 6 م,14,04,count,0,1
11404005,خوصة حديد 60 ×10 مم × 6 م,14,04,count,720,7
11404006,خوصة حديد 60 × 50 ×6 متر,14,04,count,300,9
11404007,خوصة حديد 60 × 60 ×6 متر,14,04,count,430,5
11405001,سيخ حديد مربع 10 × 10 × 6 م,14,05,count,150,4
11405002,سيخ ترمسيون مربع 22×22 مم,14,05,count,900,2
11405003,سيخ حديد مربع 16 × 16 × 6 م,14,05,count,550,1
11405004,سيخ ترمسيون مبروم 10 مم ×6 متر,14,05,count,93,72
11405005,سيخ ترمسيون 14مم × 6 م,14,05,count,600,11
11405006,سيخ ترمسيون 16مم × 3 م,14,05,count,1420,7
11405007,سيخ ترمسيون مبروم 18مم × 3 م,14,05,count,290,5
11405008,سيخ ترموسيون 20مم × 6 م,14,05,count,600,18
11405009,سيخ ترمسيون مبروم 22 مم × 6 م,14,05,count,0,4
11405010,سيخ ترمسيون مبروم 25مم × 6 م,14,05,count,0,35
11405011,سيخ ترمسيون مربع 35مم ×3 م,14,05,count,0,9
11405012,سيخ ترمسيون مبروم 6مم × 3 م,14,05,count,35,284
11405013,سيخ ترمسيون مبروم 8 مم ×6 متر,14,05,count,70,122
11405014,سيخ ترمسيون مربع 6×6مم ×طول 6مترابيض,14,05,count,140,4
11405015,سيخ ترمسيون مربع 22×22 مم مستورد,14,05,count,1070,5
11405016,سيخ قلاوظ 10 مم ×2 متر,14,05,count,25,5
11405017,سيخ قلاوظ مجلفن 12 مم مستورد طول 2 متر,14,05,count,130,56
11405018,سيخ ترمسيون ..... 62 طول 3م,14,05,count,4500,3
11405019,سيخ ترمسيون ..... 76مم طول 3م,14,05,count,7500,3
11405020,سيخ قلاوظ 20 مم طول 2 متر,14,05,count,90,2
11405021,سيخ حديد مبروم 16مم طوله 3 متر,14,05,,,0
11405022,سيخ حديد مبروم 22مم طوله 6 متر,14,05,,,0
11405023,سيخ حديد مبروم 26مم طوله 3 متر,14,05,,,0
11405024,سيخ حديد مبروم 14مم طوله 3 متر,14,05,,,0
11405025,سيخ حديد مبروم 18مم طوله 3 متر,14,05,,,0
11405026,سيخ حديد مبروم 32مم طوله 3 متر,14,05,,,0
11405027,سيخ حديد مبروم 22مم طوله 3 متر,14,05,,,0
11405028,سيخ قلاوظ 12 مم طول 2 متر,14,05,,,0
11405029,عامود ترمسيون حديد 25 مم,14,05,,,0
11406001,بلاطة كريب دائرية زهر قطر 39 سم,14,06,count,375,2
11407001,لوح صاج مجلفن 0.8مم مقاس 1×2م,14,07,count,43.4,69
11407002,لوح صاج مجلفن 1.2مم مقاس 1×2م,14,07,count,94,61
11407003,لوح صاج مجلفن 1.5مم - مقاس 1.25×2.5م,14,07,count,124.688,31
11407004,لوح صاج مجلفن 2مم مقاس 1×2م,14,07,count,216,21
11407005,لوح صاج 6مم اسود مقاس 1×2م,14,07,count,3564,1
11407006,لوح صاج 2مم اسود - مقاس 1×2م,14,07,count,34.3,12
11407007,لوح صاج اسود 18مم على البارد 1.25×2.5م,14,07,count,295,3
11407008,لوح صاج اسود 1مم على البارد 113×1.25م محلى,14,07,count,93.52,25
11407009,لوح صاج اسود 1مم مقاس 1.25×2.5م,14,07,count,34.3,25
11407010,لوح صاج اسود 2مم مقاس 1.25×2.5م,14,07,count,0,2
11407011,لوح صاج اسود 3مم مقاس 1×2م,14,07,count,32,30
11407012,شريحه صاج مقاسات محليه,14,07,,,0
11407013,صاج 8 مم مكسح,14,07,,,0
