legacyCode,title,mainCategoryLegacyCode,subCategoryLegacyCode,unit,unitCost,quantity
11408001,لوح شكربليت 1.8مم مقاس 1×2م,14,08,count,,0
11408002,قطاع الومنيوم 12 × 10,14,08,count,408.24,2
11408003,قطاع الومنيوم 15 × 10 × 6,14,08,count,217.73,2
11408004,جوائط المونيوم قطر 80مم,14,08,kg,,0
11408005,لوح شكر بلا 2 مم 1×2,14,08,,,0
11409001,كمر حديد 12 سم,14,09,,,0
11409002,عامود نحاس اصفر 22 مبروم,14,09,,,0
11409003,عامود نحاس اصفر 50 مبروم,14,09,,,0
12101001,باسكت صغير,21,01,count,,0
12101002,مياه نار,21,01,count,,0
12101003,مساحه زجاج معدن,21,01,count,,0
12101004,باكيت كيس باسكت صغير,21,01,count,,0
12101005,مب او مقص بليم الوبر,21,01,count,,0
12101006,علبه معطر جوه بخ,21,01,count,,0
12101007,علبه بيلدج ملمع اخشاب,21,01,count,,0
12101008,عصايه مقشه,21,01,count,,0
12101009,بخاخات فاضيه,21,01,count,,0
12101010,علبه جوانتي طبي,21,01,count,,0
12101011,مراتب للمصنع,21,01,,,0
13101001,مواسير بلاستيك 6 بوصه بجوان الشريف,31,01,,,0
13101002,مواسير بلاستيك 2 بوصه الشريف,31,01,,,0
13101003,افيز معدني 3 بوصه الشريف,31,01,,,0
13101004,جلبه بلاستيك 1 بوصه بسن دكر,31,01,,,0
13101005,جلبه بلاستيك 1 بوصه بسن نتايه,31,01,,,0
13101006,محبس 1 بوصه 2لاكور,31,01,,,0
13101007,كوع بلاستيك 1×3/4,31,01,,,0
13101008,افيز معدني 3/4 بوصه,31,01,,,0
13101009,كوع بلاستيك 1 بوصه,31,01,,,0
13101010,افيز معدني 1 بوصه,31,01,,,0
13101011,حرف (T) لحام بلاستيك 3/4 بوصه,31,01,,,0
13101012,جلبه بلاستيك 1×3/4 يوصه بسن دكر,31,01,,,0
13101013,جلبه مسلوب 3/4 ×3/4 مجلفن,31,01,,,0
13101014,مواسير 1 بوصه معزوله,31,01,,,0
13101015,كوع لحام 1بوصه معزول,31,01,,,0
13101016,جلبه لحام معزول,31,01,,,0
13101017,مواسير 1 بوصه الشريف,31,01,,,0
13101018,جلبه بلاستيك 1 بوصه الشريف,31,01,,,0
13101019,حرف (T) لحام بلاستيك الشريف,31,01,,,0
13101020,طبه كاب 1 بوصه معزوله,31,01,,,0
13101021,كوع 1/2 × 3/4 بسن,31,01,,,0
13101022,مواسير بلاستيك 3/4,31,01,,,0
13101023,مواسير بلاستيك 75 مم الشريف,31,01,,,0
13101024,مواسر بلاستيك 4 بوصه الشريف,31,01,,,0
13101025,افيز معدني 4 بوصه,31,01,,,0
13101026,غرفه 60 ×60 الشريف,31,01,,,0
13101027,حرف (T) 160 مم واي,31,01,,,0
13101028,طبه 160 مم الشريف,31,01,,,0
13101029,جلبه 160 مم الشريف,31,01,,,0
13101030,حرف 160مم ×110 مم الشريف (T),31,01,,,0
13101031,سيفون 110 مم الشريف,31,01,,,0
13101032,كوع 110 مم مفتوح الشريف,31,01,,,0
13101033,حرف (T) داي 110 الشريف,31,01,,,0
13101034,كوع 160 مم مفتوح الشريف,31,01,,,0
13101035,كوع 75 مم مفتوح الشريف,31,01,,,0
13101036,حرف (T) داي 75 مم الشريف,31,01,,,0
13101037,مواسير 75 مم الشريف,31,01,,,0
13101038,بيبه 75مم ×50مم الشريف,31,01,,,0
13101039,امبوبه شحن,31,01,,,0
13101040,حرف (T) داي 75 مم ×2 بوصه الشريف,31,01,,,0
13101041,كوع 2 بوصه مفتوح الشريف,31,01,,,0
13101042,مواسير 110 مم الشريف,31,01,,,0
13101043,كوع 75 مم مفتوح الشريف,31,01,,,0
